Unnamed: 0,review_id,pseudo_author_id,author_name,review_text,review_rating,review_likes,author_app_version,review_timestamp
2636060,dd758df4-7db1-4c92-b21b-5a30ab76d8eb,163162349272836689572,Li****************ez,This app kicked me out while listening to music. It's asking me to log back in but it's not accepting my login information.,4,0,8.7.8.1206,2022-03-08 18:52:05
1796128,a083aeb6-a2a9-4a4f-afd1-95053caab2b6,215098151090613366555,A Google user,"All around, one of the best apps to use and an essential top 3 app that you must have on your phone. Out with itunes and in with spotify. Thank you guys!",5,0,8.5.47.1006,2020-03-22 19:10:13
2707726,7641001b-38d2-48d9-915e-9012fc08629b,297415212827552609523,H****a,Me when not Spotify: 💀 Me when Spotify: *ascends*,5,0,8.7.28.1217,2022-05-08 02:33:19
788633,14eb4d6c-f2fc-4619-babd-e9b544c5b0ab,214474673768063841678,A Google user,The student price makes spotify so worth it!,5,0,8.4.9.271,2017-07-29 01:50:18
1983517,64992275-f919-4f3c-b072-eb8ccd32b3df,229155325610908710682,Je*************th,This app just takes the Mick tried listening to music but randomly keeps stopping for some reason it's a terrible app,1,0,,2020-09-01 23:45:34
966256,880f15dd-2ca6-45d0-a002-09395d3d72cd,103512045187982345272,A Google user,Love best app I ever got.,5,0,8.4.39.673,2018-02-07 22:14:59
933161,03836537-3ae5-4c77-a092-b60f5a93f7ae,159648272237673246492,A Google user,It certainly has music on it,5,0,8.4.32.623,2018-01-02 02:10:40
487003,fcf127a7-0bb9-411f-a96f-7b10ec827a63,130222419473341815349,A Google user,Awesome variety of music and some music I've never heard it's a fantastic app,5,0,6.0.0.864,2016-09-06 04:57:32
1264647,3578ac4e-3918-47a2-aff2-ad97308ae745,203804089165269335037,A Google user,ONE OF THE BEST FOR EVERYTHING I WANTED TO BE IT'S LIKE I SHOULD STAY A GOOD FOR EVERYTHING I CAN MAKE MY MUSIC IS IT ONE IT'S I WANTED TO BE IT'S LIKE I EXPECT TO BEHALF OFFER AND DIVISION TO SEE AND THEN MAYBE A GOOD FOR EVERYTHING OK KOOL 😎,5,0,8.4.84.874,2018-12-27 06:45:54
437287,e177ff07-5d18-418e-9fd3-eaf3aa46411d,280257838919377641338,A Google user,Despite the frequent freezing. I am disabled and this app is disabled user friendly. Thank you.,5,0,5.6.0.701,2016-07-02 21:49:37
1343692,3a6fb49d-664e-493d-bbdc-d16c9b9fabb3,294493819054274097582,A Google user,yass yass yasss yasss,5,0,8.4.95.785,2019-03-12 13:51:41
836679,cc05395f-1f21-4246-9605-0769c0c7ecb7,368813645696473290380,A Google user,It is the worst because it won't  let me save music,2,0,8.4.19.792,2017-09-19 20:19:44
640812,4381373e-6b69-47f8-9166-4cacf38c6c60,125310835024158362574,A Google user,I really love Spotify,5,0,7.6.0.1219,2017-03-01 15:36:04
2141853,0927b629-bd44-43d8-b8b2-d1579df26f7a,285681664825285925406,Je*************no,I just love it bc I can listen to my fav artist,5,0,8.5.89.901,2021-01-13 04:52:14
1283667,aa20bffa-fc6a-4576-b2b2-ee8af9a25d60,133414414939575574764,A Google user,love this app it's te best great tunes all the time !**,5,0,8.4.84.874,2019-01-18 19:45:59
3110292,bdf99a0b-d3a6-4b5c-9167-23a4cee436b1,334704970886086108241,Mo***********************hi,Fudu app ga ye,1,0,8.8.36.522,2023-07-07 01:22:13
552268,561ad21b-90ff-44b0-9d3e-64e72c096447,138750048888547483434,A Google user,Too many adds and premium is too expensive,4,0,6.9.0.1212,2016-11-28 20:53:11
3187876,d3ecfba6-8227-4811-919b-83377abb3953,104122394527873884938,Du***********re,Way too many advertisements.,2,0,8.8.56.538,2023-08-06 20:07:05
2827569,c94daf00-418c-41d8-bb1f-f90cabc7a374,238838779002610009302,Ch******po,Ads are irritate please stop it.,1,0,,2022-09-02 14:06:26
1111867,cbcb5d3e-6f14-4906-97ab-6604ac8a5c63,310951855471953479361,A Google user,Very good,5,0,,2018-09-19 18:01:43
1024306,3b9f99c3-1cdd-4f98-8354-02e591300605,292985627392608132562,A Google user,"Quick, easy and reliable",5,0,8.4.49.462,2018-04-14 22:12:55
1897939,f29538dd-5151-4ab8-b31d-40ce93340f88,144318147772959458200,Ra**********av,Good app to listen our favorite songs,4,0,8.5.62.904,2020-06-19 03:47:30
2192181,95ff6fc5-e17e-4131-a21f-101717ca66de,284623387912328810672,Wa***vy,Bring back our korean music's! I subscribe to this monthly and I demand to have it back.,1,2,8.5.94.839,2021-02-28 23:03:15
1351494,9ad44da2-a12b-4e36-bd67-b4e93cdb3144,229252303555226475499,A Google user,rlly good but needs wifi,5,0,8.4.92.949,2019-03-15 19:47:22
1683167,cc639522-66f7-4d07-b30d-c38f67a02ff5,260258940828374709633,A Google user,Nice aap to find all type of song,5,0,8.5.32.889,2019-12-03 02:53:23
2735133,85d925da-3ade-45be-8839-be641bb342fe,460558472414278026324,An*********am,Love it!!,5,0,,2022-06-03 17:27:09
3237582,6349682a-4aea-41c1-914b-10ee444861ad,952765352264332495303,Re******na,Good mix combination. I loved all the songs played. Keep up the good work. Amapiano 4 life....,5,0,8.8.70.532,2023-09-18 18:42:27
1169583,23f2d1ea-0133-4a83-a893-35d6ebf4ec3a,320776574695785265427,A Google user,Spotify is good. You can listen to any song,5,0,8.4.74.463,2018-10-13 10:26:26
676554,b6302c1f-0597-4010-a3b5-6a9b284f9575,116920466362425861491,A Google user,I think it is great because it has all my favourite songs.,5,0,8.2.0.788,2017-04-04 15:16:24
740203,763ce69a-2a31-410c-86e6-12b68c4c8fcd,601037367404599101495,A Google user,"Good enough, taking into consideration when it is free.",4,0,8.4.3.479,2017-06-09 09:46:47
874349,b09e2796-d4c8-4e15-911a-c92d9e058112,748732881929020292415,A Google user,In love,5,0,,2017-10-30 04:51:46
202997,0e5483ad-370a-488d-99e5-c1d08c55bb25,469044196328058512859,A Google user,Rock 1960-1970's,4,0,,2015-07-18 05:20:56
1784538,aa29ceec-6737-4e32-9b4d-8646f6096007,249619444383333815256,A Google user,I've had spotify for 4 years and I dont think I'll ever stop using it 10/10 ♡♡♡♡,5,0,8.5.48.1049,2020-03-11 04:22:40
187919,8c963da1-62ba-40de-9c0c-f121fdbf23a2,975911227503619964773,A Google user,,5,0,,2015-05-19 20:54:01
3311428,fe57c28e-0220-45c6-81d8-b27a68373868,167455408317697825465,Md*****an,"India me iss app ko ban Kiya jae please our pm I request you, Ban this app",1,0,,2023-10-22 03:05:14
1115292,811e7960-e6bd-448d-b04c-4176c7b0e49d,321876836302971135103,A Google user,It's pretty glitchy everytime I just switch Wi-Fi networks it tells me I'm offline I have to uninstall and reinstall just to get it to work,3,0,8.4.72.845,2018-09-27 16:57:28
2371301,873cbd69-7efd-4264-b6db-7b95eded9b73,203855392669670144194,Ed*********io,Great experience,5,0,8.6.48.792,2021-07-29 19:53:10
1799493,dfac403a-35f7-499d-9537-a3b0a66229d8,282046412353529469932,A Google user,great and I can lisen to some of my fav songs with no wifi,5,0,8.5.50.916,2020-03-25 20:01:24
1255668,e1f886be-f32a-48e3-90ca-d423e9263258,181177226610852526629,A Google user,The best!,5,0,8.4.84.874,2018-12-16 17:19:02
3291627,53645ac0-a756-4417-b9c7-5fb40f4079fe,110414964479013633693,Ta****************ar,New update suckssss!,1,0,8.8.76.667,2023-10-17 12:36:34
1855639,253d7fb4-f825-48cd-8342-ff5308b2dabe,234031310244019465551,Na**********on,bettereaptal from ok..,4,0,,2020-05-14 01:53:34
3235773,e24349b1-5c4d-4373-a7d7-c330e8d87666,285338966989042894711,La***********ya,It's very good,4,0,8.8.70.532,2023-09-17 10:24:09
10306,c96625dd-2393-4164-8df3-971ece9cb998,252320320202075354500,A Google user,support Chromecast. 😢,4,0,1.1.2.449,2014-07-05 18:09:48
2885149,8012e4ed-af61-4f20-b4f4-6b2ae3b9c511,224295861976231081390,Br******el,Unless it is fixed I can't not have it on shuffle it is tuck on shuffle,2,0,8.7.78.374,2022-11-06 01:14:10
497130,0e3056dd-7e19-4bf4-bcdf-56cb700bd3da,924472935155695966899,A Google user,This works really good and i love it it gives you all the song you like 👍😎💢,5,0,6.1.0.1088,2016-09-18 18:07:12
332291,dc5a7b9e-8b71-4345-b132-4ffdda53aa9d,561475671071259007905,A Google user,Definately worth the monthly pay. Has every song and u can listen offline,5,0,4.5.0.820,2016-02-03 05:50:57
2602433,0240ce70-4dc9-499d-b011-5d46e481279b,155656993163509553312,An********no,good stuff.,5,0,8.7.2.1205,2022-02-09 01:54:10
2215355,ac374949-77ca-4a3b-b434-e9ab0e443dd7,561345061585447630608,De*****Hi,amazing i luv,5,0,8.6.8.1094,2021-03-18 23:14:27
1965056,98abd8d8-c72f-4faa-a1db-341a464b5149,180193283566000131579,Th************em,I've been using spotify for years with no problems but now it keeps randomly stopping and closing or generally freezing? I dont wanna be paying monthly for 20 seconds of a song before it freezes and I have to start the song again or skip it 😂,1,0,8.5.71.723,2020-08-16 14:38:54
3148688,2b16f381-308f-472c-8006-afbb71c8fbcf,178501093073298741835,Zu*******in,Because you are the people who disrespect our religion.,1,0,,2023-07-11 09:27:11
1156578,1f63cf22-472a-46b1-89ef-b26fff15ddcf,699127476706280335953,A Google user,Amazing.,5,0,8.4.72.845,2018-10-06 16:52:35
646911,3496d17c-767f-4ae6-a0fb-c7bd0ba014bd,274499133503130894683,A Google user,My daughter has spotify and Jove it  keep up the good music,5,0,,2017-03-07 05:19:30
3235144,5e01ba76-0047-4ba1-8695-a89ff391398b,208368785177234060730,SA********JU,Fav app. ❤‍🔥✨,5,0,8.8.70.532,2023-09-16 22:05:09
170227,5a597aa3-a46d-4c72-b7fb-e2e1d9324be5,337059773356393995906,A Google user,Hope its free though.haha,5,0,,2015-03-07 13:29:41
2560783,13263868-54ce-4cf9-aab4-ffceacb35d3d,106896575384413942607,im******gm,very good music player app,5,0,,2022-01-09 08:58:20
1289438,fe058d1e-32dd-44e3-868b-b877d63c3c41,192132461441498716584,A Google user,good.,5,0,8.4.89.515,2019-01-26 02:36:47
663147,8b5d223b-7355-4473-a4b9-7ef803dc8499,317026216621808883183,A Google user,Use it everyday👌,5,0,7.9.0.746,2017-03-22 22:48:02
1524553,c6bbc7f5-e0d6-4102-9f59-b4a05c5da44f,212323632666061152775,A Google user,"I'm enjoying it, thanks for the opportunity.",4,0,8.5.11.762,2019-07-21 04:15:01
2271377,b8bd83d6-83f8-400a-ad87-14dee86cdff0,103316586576502151055,Da*******er,"Was about to sign up, then encountered a screen where I was forced to enter a gender, which included ""non-binary"". Nope, not today Spotify. Goodbye. No more ""woke"" BS. Will never use or recommend your service.",1,0,,2021-05-05 14:50:52
1337380,6fc12416-20c3-400a-9040-d40453096b80,224082506389630617329,A Google user,musical,5,0,,2019-03-08 10:00:02
759962,8d157eef-3a11-4171-b407-2d8c25fb939b,124338727414141692389,A Google user,Fave songs at the tap of a button! Easy,5,0,8.4.5.1092,2017-06-30 14:35:44
1411587,344b84f0-bcd7-43cd-8a50-1eb95d8f227b,196318289827902773265,A Google user,great place to listen to music and go to different apps for free,5,0,,2019-04-23 23:56:23
722776,d8d5a906-687c-4bf0-ab04-5d88d73c5870,320746025354706509979,A Google user,I think this is the best music app ever I have tried others but it was bad.,5,0,7.5.0.1076,2017-05-21 20:49:32
2717332,13182c47-23b0-4497-a6fe-df4f8479fe16,850034582361059406004,Ar*****************za,Great App,5,0,8.7.26.901,2022-05-17 13:35:01
764976,f5f0092b-e1c8-41e3-8628-bcaf7eedc96b,169604662883861864010,A Google user,"I used to love this app, but lately  it will stop in middle of songs. 😡",2,0,8.4.7.1108,2017-07-05 11:15:30
1279826,b901544f-8846-4011-889a-589102d0db93,794257484041476501117,A Google user,excellent app♡,5,0,8.4.84.874,2019-01-13 19:09:14
3292950,0f4c6f36-31ee-4651-92d9-fb6c338776f8,224199629018322915093,La**************ba,LOVE IT SO MUCH!!!,5,0,8.8.76.667,2023-10-17 16:35:27
474034,23c39fda-2e78-4b0c-8275-54bedb05833f,111069917982704800032,A Google user,"This app is simple and to the point. It's simple, and fun!",5,0,5.8.0.1029,2016-08-20 22:39:51
1207909,f170e6a0-11cc-4311-8144-284d632b3189,155160810613160335642,A Google user,I feel like its a good app to listen to music to if you dont habe the time to download song's.,5,0,,2018-11-08 04:23:52
1241875,5ec4a0a2-e8a1-4329-9710-5f8cd4bd01ea,306814309463434980047,A Google user,Its good,3,0,8.4.81.558,2018-12-05 12:53:29
2887930,86e7ca05-ec37-4af2-a4cb-31f34df4b729,318779415457052059013,Pr*************an,super,5,0,8.7.76.359,2022-11-09 04:47:43
404999,e1c98a8c-3427-46c4-b339-8b1be2762702,486522046762231050659,A Google user,It's a great music app. No problems,5,0,5.3.0.995,2016-05-18 20:08:07
1038000,8daa0fcd-e0cf-4f64-a84b-34fccb739244,203851455309414083975,A Google user,Awesome,5,0,8.4.49.462,2018-04-30 17:11:45
1617774,07296ce5-c958-474a-8205-bf315b26e8c3,906121039686608026156,A Google user,Great app,5,0,8.5.23.686,2019-10-03 13:39:59
2536181,bf2b31a1-7178-4a36-bdb2-a9a1df61b7ea,168519982828110474361,****,"good app, only place i listen to music. but there's so many ads, it'll say ""30 minutes ad free"" then after like two songs it'll play an ad. also if i use my six skips it'll play an ad, like what?? 😑",3,1,8.6.86.1231,2021-12-18 09:13:04
1656652,567aafef-9b20-47c6-9919-2f39fc0ab56a,189422613955924099990,A Google user,Awesome,5,0,8.5.28.985,2019-11-08 02:55:02
2972159,da44f5c6-8d80-40ab-a56c-bab9f8de1ba6,483244097037330567429,Mo**************na,I love it,5,0,8.8.2.434,2023-02-05 15:34:34
1377618,832cd28e-d0e7-4644-bd79-a6942d23a538,933205545586062069288,A Google user,in love,5,0,8.4.97.807,2019-03-31 02:47:38
307953,f731ee91-9226-471d-8cfa-45e9c473ce90,160567586523216677639,A Google user,It's so amazing,3,0,4.4.0.1008,2015-12-26 06:30:23
3224859,eca01eb9-3ad8-471a-bd4f-6b538f86ff6b,108717136780358682182,Ha****et,"Without shuffle played, 😞 please manage this problem",1,0,8.8.66.563,2023-09-09 16:31:01
175367,2eb0152b-8756-45c9-8e96-03ce65520477,650941824223478604141,A Google user,"Its great, the only problem is it doesn't work without signal and needs premium.",5,0,2.4.0.815,2015-03-22 18:42:24
3046125,00628e24-ea48-4e10-929c-6841f7b027a0,336738414672715646977,Ra**********on,THIS REALLY SUCKED EVERYTIME I HIT A CERTIAN SONG It just changes to ANOTHER!!! PLEASE FIX THIS,1,1,8.8.28.409,2023-05-06 17:26:02
1484684,c81c3aab-298a-44d4-b30a-eb49544faf0a,317455969191844024720,A Google user,what the hell they made this app way worse i vant listen to songs i like terrible,1,0,8.5.10.774,2019-06-21 18:08:33
2222307,54c1c63c-3d87-4df1-bbb9-2c75f96b660f,188335917584891304368,sa**************ar,Just fantastic,5,0,8.6.10.581,2021-03-24 18:04:58
2722917,1ecac71e-063d-4665-9a62-a33fd2d2dd36,243485748682376261759,Bl****ar,THIS APP IS SOO ANNOYING WITH FULL OF ADS🤬🤬🤬 AN POPS UP AFTER EVERY SINGLE SONG😡😡😡,1,0,,2022-05-23 03:33:42
2242870,95b5b67e-2bbf-4878-96b1-3d0732fd7c3d,405832949630252963137,Em*****ri,Exellent but old songs are not available,5,0,8.6.14.975,2021-04-10 13:34:17
438252,ae272384-b6e2-4c42-8dc2-503842b3f668,106438500667943489737,A Google user,Perfect!,5,0,5.6.0.701,2016-07-04 05:31:04
3288390,4401211e-4395-4ee9-9362-e4c9a08fa988,209858423744740212802,Ja*******ar,This app 'was' the best app but not now cause of it's new update's,1,0,8.8.78.587,2023-10-16 16:41:57
952661,7583c6c7-d0f8-4ec6-9244-9bbe46fac2c9,337512435683530440583,A Google user,I loved it for awhile until all my playlists were stuck on the radio and I can't get it to change back. I'd love to be able to listen to the songs on my playlists again.,1,0,8.4.26.770,2018-01-23 01:09:05
1509387,0f7dd011-6038-4195-bac1-136b19740cbe,282189277804828737144,A Google user,yooo it's dope,5,0,8.5.13.53,2019-07-09 18:55:16
1392398,8fa11e9e-d1bf-48f9-8b77-f36a60400db1,203516658414309253044,A Google user,awesome,5,0,8.4.98.892,2019-04-09 16:56:48
3196735,82ac5d2a-3d60-4605-96ad-bd80a34fa039,326259652413098599100,Le**********ls,It wouldn't connect to the I ternwt for no reason tried everything just a goofy ahh app fr,1,0,8.8.58.473,2023-08-15 19:37:20
1949733,02fa3281-6aad-4839-babd-038018c52572,206145333921856522668,Sa*** H,"This is my go app to listen to music and podcasts! I don't have premium, so the reason I give it 4 stars is because I feel like with each update it's limiting free users more and more. I've been using the app for years so it's really disappointing to have the experience change so much. I'm sure the app would be a perfect 5 star experience if I had premium.",4,2,8.5.68.904,2020-08-03 02:38:32
1866877,72dd8175-9b6b-466e-b4a0-3f2e1d59b063,314623789903038620023,NA******IN,Please remove recently listened songs from home .... Please,3,0,,2020-05-23 07:27:07
2046676,8a94a2bc-e850-42ba-9002-3990eb1059f3,145044615582695538474,jo************te,"paid for it today , can't download the app",1,0,,2020-10-22 07:06:24
1569254,dad18398-d7dc-46e4-b6af-88dee3e33ff7,279568982459688078106,A Google user,Best app for music I've found yet,5,0,8.5.17.676,2019-08-22 19:06:09
685066,eea03c20-2c1c-4ce3-9f5b-b182890071b9,105594060725569322297,A Google user,Just love it!,5,0,8.3.0.681,2017-04-12 14:41:16
1168656,d4a8511e-8efa-4abc-b9cb-b0512ff277f4,167138709189646868736,A Google user,I can play the music I want when I Want. Top notch.,5,0,8.4.74.463,2018-10-12 21:51:24
2722924,83804a1b-54fb-4c3d-b4df-d34eec48469b,164558614643470706338,Sh************re,Nice experience while driving my bike with headphones 🎧🎧 very good man keep it up u r doing great job I like playlist about songs album,3,0,8.7.32.1554,2022-05-23 03:47:21
3034814,82885342-5b58-450c-8e93-d42c52557990,226685133241679422740,go*********ri,Useless app like crack,1,0,,2023-04-23 00:12:11
1604365,67d17744-aec1-4295-82b4-7bd03f24c4bd,212426687645313523264,A Google user,Its music,5,0,8.5.23.686,2019-09-21 15:52:17
163243,bd4065f2-7d9f-4df3-8bc3-1f717ad39c1f,234117057095701986117,A Google user,Love music,5,0,,2015-02-23 08:35:57
335555,39f894c0-9395-456c-b3aa-ec7aaf8fe5df,133254059615061621030,A Google user,Best music app!,5,0,4.4.0.1008,2016-02-09 02:56:17
2665841,f03d096b-b67b-4b20-85bb-ce712ca99843,294174909897502488045,Ни**********ев,"Racist company, will never use their products ever again, keep following mainstream rusophobia and hate on innocent people and your long time customers.",1,1,,2022-04-03 12:18:27
3230365,1bfb0f6d-672d-4770-928f-3479f61b698e,192585917128667207702,Ma********nd,Great,5,0,8.8.58.473,2023-09-13 11:40:22
2381647,b57b4584-aeaf-4941-bbe7-2074b6a5f0a2,318397561591458724710,Th*****************re,Too much ad's,2,0,8.6.42.671,2021-08-08 17:13:58
54793,6f308296-c864-425c-b3b9-2a5af7858653,156168315823660529823,A Google user,"Bought premium, totally worth it. Such a variety of musics.",5,0,1.3.0.423,2014-08-26 00:21:12
1565881,9cf516c5-4711-463a-b525-dafe2ce2cca2,260014283617180047515,A Google user,Very nice app,5,0,8.5.18.934,2019-08-20 02:41:04
2773478,208de350-ba2e-4241-9585-a3abfb7888a4,195678128531314095356,St***ch,"I haven't been able to use APP in two days. Everytime I open it, it crashes and closes",1,0,8.7.44.968,2022-07-11 17:22:07
1936497,445bb162-4a81-4c62-abf9-25bb95c8928f,336177652275949298843,Ol*********en,Sort out your Sonos integration and I'll give you 5 stars. Looks like not all rooms/groups are not being found in Spotify but they are in the Sonos app. Other than that your discovery is brill as is the weekly update. Love the multi-user playlists too!!!,4,0,8.5.66.1002,2020-07-22 09:15:02
398388,03ed2580-307d-421b-92a5-b8f42bc41811,148254593314471446205,A Google user,To many ads otherwise okay,3,0,5.2.0.885,2016-05-09 05:03:36
1941515,9ffddbdc-afac-4460-9d3c-70ee45022911,210892657503763018900,Ba*****Dg,Mie fav app😍,5,0,8.5.68.904,2020-07-26 16:40:31
3322301,4aba41a3-f8cb-4a6b-bd5a-80f9e49f0783,301256884672522066030,Pr*********ar,"used to be good , now it's a joke. I need to pay money so that I can just seek tracks? On top of the already irritating ads? Just for them to pay a mere penny to the artist? Hell nah , I'm going back to listening on some other platforms who aren't as greedy as Spotify.",1,0,8.8.80.599,2023-10-25 11:34:06
1414433,735a38a0-97f5-428c-9675-e1425315da51,266073504130940319426,A Google user,that spoitfy is the then other,5,0,,2019-04-26 04:01:38
1601308,c2ae080e-01c2-4719-8b5c-17604eb303df,101541792512374026488,A Google user,The best app for music! No complaints at all!,5,0,8.5.23.686,2019-09-18 22:20:15
2606963,0fb43384-b72d-4e02-b937-e39b2e179192,904735323181135624060,No***********re,"It aloud me to choose what I wanted to listen to before now it doesn't, while your at it make it so I can't listen to music unless I pay money, 3 stars only cause I have respect for the devs, but fix your app please.",3,0,8.7.4.1056,2022-02-11 23:56:49
2375471,87077250-57fd-46d7-bdc7-fef5f90e4daa,340038709453956954289,Ra*********el,Good excellent,5,0,8.6.48.796,2021-08-02 19:06:19
2834647,6fb1ca1f-6d5f-46fb-9e12-109cafa942fa,163465466626716719833,He********er,Ft,5,0,8.7.36.923,2022-09-10 08:42:04
1685524,3e991612-bcd0-4371-96ec-d781713de457,207453390009825971452,A Google user,Basically wanted an app to be able to listen music and have a list of my favorite. After few days of using this app is sending to me adds and suggestions for premium membership. I hate when they are so aggressive about money.,1,0,8.5.33.831,2019-12-05 11:00:06
1095119,494b86f8-dc94-4393-9e88-3df5f03ad171,380088205880087051638,A Google user,I like it,5,0,,2018-08-01 22:53:39
1013676,b03efcff-563b-4e2c-bcc2-88a1fe36c487,283057242705850675380,A Google user,The suggested daily players is incredible.  Not everything is to my taste but most of what it suggests is great :-D,5,0,8.4.46.575,2018-04-03 12:53:11
